1,1,1,89,79,81,74,78,127,4,123,
1,2,2,21,4,77,156,81,139,90,22,
1,3,3,15,2,176,93,145,128,71,70,
1,4,4,-5,0,151,142,94,128,123,143,
1,5,1,86,73,108,82,68,89,56,124,
1,6,2,57,32,125,152,0,162,92,72,
1,7,3,15,2,62,120,79,127,142,109,
1,8,4,-4,0,-18,132,49,140,86,186,
1,9,1,72,51,98,81,152,133,158,36,
1,10,2,56,31,89,19,77,132,100,182,
1,11,3,12,1,49,158,97,84,184,98,
1,12,4,-9,0,18,87,114,66,72,172,
1,13,1,77,59,84,78,135,55,71,135,
1,14,2,69,47,79,49,180,166,168,128,
1,15,3,37,13,62,61,158,100,32,17,
1,16,4,21,4,35,70,127,41,140,113,
1,17,1,113,127,169,67,107,144,146,67,
1,18,2,82,67,211,120,73,37,137,155,
1,19,3,82,67,15,123,98,30,143,132,
1,20,4,66,43,121,77,89,74,59,48,
1,21,1,114,129,139,48,89,10,101,132,
1,22,2,76,57,130,139,118,115,155,187,
1,23,3,17,2,16,60,94,109,148,49,
1,24,4,15,2,102,135,206,56,79,54,
1,25,1,111,123,155,151,62,143,91,196,
1,26,2,84,70,-1,74,155,76,129,172,
1,27,3,53,28,153,190,132,91,2,127,
1,28,4,38,14,53,129,166,46,26,112,
1,29,1,114,129,81,85,135,127,48,106,
1,30,2,86,73,97,123,118,136,39,45,
1,31,3,55,30,74,62,156,129,121,124,
1,32,4,43,18,77,138,165,65,66,94,
1,33,1,59,34,93,84,147,114,60,-9,
1,34,2,8,0,74,37,68,56,149,109,
1,35,3,-5,0,93,176,80,179,64,72,
1,36,4,-33,0,146,75,65,81,84,215,
1,37,1,62,38,152,108,98,134,92,174,
1,38,2,16,2,114,114,90,78,143,94,
1,39,3,13,1,130,51,125,136,88,89,
1,40,4,9,0,55,119,15,-3,156,172,
2,1,1,76,57,142,75,136,166,149,217,
2,2,2,65,42,91,115,61,99,27,93,
2,3,3,64,40,124,179,120,82,149,72,
2,4,4,39,15,97,169,92,68,104,55,
2,5,1,44,19,94,0,87,44,101,250,
2,6,2,34,11,35,129,86,118,16,92,
2,7,3,-30,0,90,141,40,132,131,90,
2,8,4,-51,0,53,129,76,165,74,99,
2,9,1,59,34,107,81,45,182,43,14,
2,10,2,34,11,43,51,117,156,95,117,
2,11,3,28,7,175,42,9,84,82,90,
2,12,4,-9,0,50,26,114,149,109,124,
2,13,1,116,134,119,4,103,167,68,61,
2,14,2,85,72,69,64,92,84,123,52,
2,15,3,61,37,182,125,158,79,93,108,
2,16,4,37,13,125,85,199,46,55,133,
2,17,1,55,30,41,76,96,59,66,56,
2,18,2,-37,0,104,49,64,101,62,29,
2,19,3,-41,0,183,141,40,54,90,145,
2,20,4,-48,0,-24,80,39,134,16,213,
2,21,1,68,46,127,-18,75,100,109,59,
2,22,2,54,29,32,36,93,177,126,67,
2,23,3,47,22,128,29,97,122,90,103,
2,24,4,32,10,118,120,103,103,154,85,
2,25,1,108,116,166,113,172,148,169,152,
2,26,2,83,68,138,83,108,64,187,116,
2,27,3,71,50,143,70,39,79,16,-65,
2,28,4,25,6,143,110,206,27,84,179,
2,29,1,103,106,48,139,91,79,118,154,
2,30,2,65,42,124,49,216,91,16,17,
2,31,3,55,30,161,141,187,39,35,69,
2,32,4,14,1,-12,-18,72,156,49,132,
2,33,1,50,25,114,100,87,124,121,67,
2,34,2,33,10,90,81,20,92,134,102,
2,35,3,17,2,71,47,105,207,175,152,
2,36,4,16,2,171,22,41,128,126,64,
2,37,1,93,86,103,152,140,86,91,62,
2,38,2,87,75,62,30,101,192,136,201,
2,39,3,61,37,43,113,184,104,111,98,
2,40,4,32,10,120,1,152,107,152,82,
3,1,1,163,265,67,76,99,40,85,8,
3,2,2,93,86,54,75,-8,132,51,152,
3,3,3,81,65,135,85,77,71,111,45,
3,4,4,48,23,134,196,168,131,89,87,
3,5,1,83,68,136,100,119,95,33,181,
3,6,2,78,60,167,50,164,53,134,154,
3,7,3,69,47,129,64,71,105,81,52,
3,8,4,-6,0,-6,165,185,4,138,132,
3,9,1,71,50,66,120,59,72,130,123,
3,10,2,63,39,122,110,27,133,118,87,
3,11,3,38,14,105,50,172,99,107,67,
3,12,4,31,9,163,135,52,40,103,115,
3,13,1,103,106,86,114,141,124,84,124,
3,14,2,85,72,118,109,103,178,140,70,
3,15,3,80,64,86,207,-10,174,87,53,
3,16,4,65,42,24,66,82,21,113,136,
3,17,1,88,77,72,92,7,57,135,87,
3,18,2,83,68,99,135,79,61,72,129,
3,19,3,80,64,121,82,174,96,209,135,
3,20,4,76,57,65,166,44,55,97,213,
3,21,1,116,134,138,21,59,103,142,97,
3,22,2,113,127,149,64,132,72,87,75,
3,23,3,15,2,139,62,187,35,12,141,
3,24,4,-35,0,39,97,21,128,25,50,
3,25,1,93,86,110,38,156,90,80,162,
3,26,2,78,60,205,102,95,79,124,55,
3,27,3,61,37,20,99,197,111,49,171,
3,28,4,42,17,24,118,127,102,39,127,
3,29,1,106,112,109,28,100,56,155,117,
3,30,2,60,36,99,202,56,156,124,68,
3,31,3,49,24,139,152,124,65,148,31,
3,32,4,30,9,-21,204,134,64,119,156,
3,33,1,52,27,124,14,90,165,161,47,
3,34,2,40,16,62,86,145,142,107,31,
3,35,3,8,0,71,43,100,71,112,58,
3,36,4,-61,0,116,-64,157,65,120,57,
3,37,1,98,96,77,89,164,28,74,93,
3,38,2,95,90,103,53,78,36,72,71,
3,39,3,57,32,140,160,58,68,143,82,
3,40,4,54,29,102,55,92,165,125,5,
4,1,1,82,67,59,57,76,202,25,135,
4,2,2,46,21,18,155,73,141,94,76,
4,3,3,27,7,134,107,99,172,84,84,
4,4,4,15,2,181,96,29,46,116,141,
4,5,1,95,90,41,160,49,68,193,155,
4,6,2,80,64,144,210,104,68,83,46,
4,7,3,23,5,45,168,85,172,73,140,
4,8,4,-23,0,-38,34,24,59,48,172,
4,9,1,65,42,78,161,10,87,153,97,
4,10,2,63,39,95,82,150,90,32,111,
4,11,3,21,4,75,124,195,154,127,111,
4,12,4,7,0,97,137,18,0,85,190,
4,13,1,148,219,113,85,109,119,83,77,
4,14,2,34,11,85,55,126,33,146,132,
4,15,3,23,5,99,98,53,201,59,153,
4,16,4,-37,0,70,180,70,39,44,2,
4,17,1,48,23,38,34,130,115,119,139,
4,18,2,19,3,70,138,87,19,195,159,
4,19,3,-1,0,105,124,96,137,100,117,
4,20,4,-5,0,11,139,65,116,146,80,
4,21,1,47,22,129,81,271,89,95,59,
4,22,2,43,18,91,152,92,73,101,61,
4,23,3,13,1,30,-6,44,197,60,36,
4,24,4,-2,0,86,134,82,125,94,168,
4,25,1,28,7,99,36,107,132,193,62,
4,26,2,11,1,-3,160,34,139,132,83,
4,27,3,7,0,95,51,151,196,120,99,
4,28,4,-35,0,116,101,158,133,112,77,
4,29,1,44,19,60,84,81,154,52,95,
4,30,2,38,14,61,-1,81,135,109,76,
4,31,3,14,1,107,171,168,87,67,128,
4,32,4,6,0,170,130,77,89,101,135,
4,33,1,161,259,64,166,35,129,88,41,
4,34,2,65,42,202,82,189,115,112,138,
4,35,3,51,26,142,132,58,208,106,150,
4,36,4,17,2,39,135,101,38,165,85,
4,37,1,95,90,176,57,55,93,47,19,
4,38,2,54,29,210,50,81,70,100,129,
4,39,3,50,25,78,26,114,200,57,156,
4,40,4,27,7,147,107,101,18,142,120,
5,1,1,98,96,71,122,70,60,152,155,
5,2,2,38,14,26,115,51,66,80,75,
5,3,3,31,9,85,9,60,149,17,40,
5,4,4,-8,0,37,-11,86,119,62,86,
5,5,1,60,36,100,98,98,166,111,119,
5,6,2,43,18,69,90,126,19,-19,100,
5,7,3,36,12,126,145,75,150,162,98,
5,8,4,25,6,151,121,117,56,-40,129,
5,9,1,31,9,138,6,137,107,75,16,
5,10,2,16,2,107,102,21,120,33,76,
5,11,3,13,1,39,79,63,39,88,45,
5,12,4,-23,0,73,193,81,201,92,-66,
5,13,1,104,108,153,151,110,59,42,28,
5,14,2,91,82,122,37,39,78,20,160,
5,15,3,67,44,69,183,100,21,33,150,
5,16,4,46,21,163,67,301,34,190,66,
5,17,1,56,31,109,-22,102,49,142,149,
5,18,2,40,16,126,111,126,38,33,111,
5,19,3,12,1,159,189,62,158,145,81,
5,20,4,5,0,70,74,18,102,41,101,
5,21,1,62,38,95,86,166,108,74,108,
5,22,2,41,16,164,116,120,79,104,104,
5,23,3,18,3,146,168,50,81,106,131,
5,24,4,-29,0,68,39,82,138,102,168,
5,25,1,60,36,57,129,78,84,140,79,
5,26,2,57,32,202,168,80,64,57,116,
5,27,3,42,17,35,48,46,75,87,73,
5,28,4,7,0,102,76,125,195,143,136,
5,29,1,92,84,149,136,123,116,103,68,
5,30,2,84,70,173,193,87,78,224,122,
5,31,3,81,65,45,71,82,122,26,162,
5,32,4,58,33,105,88,82,114,45,66,
5,33,1,113,127,68,137,119,55,77,86,
5,34,2,64,40,98,25,75,131,91,188,
5,35,3,54,29,-15,81,204,69,84,97,
5,36,4,53,28,136,61,71,164,69,123,
5,37,1,47,22,171,58,122,76,174,65,
5,38,2,10,1,107,99,122,23,98,169,
5,39,3,-2,0,63,105,63,148,64,116,
5,40,4,-72,0,39,72,-2,170,86,38,
6,1,1,125,156,147,122,111,61,159,104,
6,2,2,94,88,97,24,75,72,45,147,
6,3,3,83,68,82,99,163,71,109,72,
6,4,4,46,21,135,124,42,117,50,50,
6,5,1,75,56,87,60,168,89,56,132,
6,6,2,73,53,205,103,93,107,204,137,
6,7,3,46,21,97,66,93,91,-5,142,
6,8,4,22,4,130,125,122,94,113,116,
6,9,1,72,51,96,87,33,60,49,170,
6,10,2,64,40,55,173,74,119,107,65,
6,11,3,36,12,169,94,132,69,126,34,
6,12,4,33,10,159,92,84,124,72,128,
6,13,1,100,100,122,55,72,79,111,127,
6,14,2,59,34,108,60,165,67,90,176,
6,15,3,45,20,77,134,52,41,57,26,
6,16,4,-2,0,27,63,188,18,137,151,
6,17,1,135,182,155,176,96,108,157,108,
6,18,2,87,75,108,112,185,100,81,88,
6,19,3,81,65,200,77,93,86,31,42,
6,20,4,45,20,87,108,158,112,125,88,
6,21,1,67,44,148,110,48,117,28,98,
6,22,2,51,26,81,98,85,80,64,140,
6,23,3,42,17,59,61,94,111,70,35,
6,24,4,29,8,168,96,19,185,111,47,
6,25,1,91,82,199,92,106,139,140,132,
6,26,2,86,73,57,172,89,139,147,136,
6,27,3,65,42,94,59,98,77,54,11,
6,28,4,37,13,114,133,164,145,60,96,
6,29,1,114,129,94,109,99,37,132,73,
6,30,2,107,114,99,174,6,66,101,52,
6,31,3,39,15,71,99,128,160,120,129,
6,32,4,14,1,84,176,111,39,54,117,
6,33,1,99,98,-1,115,94,60,149,1,
6,34,2,91,82,151,122,138,118,24,156,
6,35,3,64,40,76,107,124,57,95,101,
6,36,4,41,16,140,127,201,169,129,156,
6,37,1,23,5,54,127,111,63,201,94,
6,38,2,20,4,233,60,3,83,98,40,
6,39,3,9,0,99,127,127,161,172,134,
6,40,4,-45,0,-19,129,82,30,52,139,
7,1,1,80,64,91,116,30,87,102,37,
7,2,2,60,36,122,43,136,207,67,142,
7,3,3,42,17,150,117,211,61,17,107,
7,4,4,38,14,49,62,90,42,157,49,
7,5,1,124,153,167,37,69,85,96,96,
7,6,2,36,12,82,165,-54,89,93,49,
7,7,3,11,1,149,64,21,136,90,150,
7,8,4,-2,0,125,155,113,162,118,168,
7,9,1,94,88,63,131,89,136,41,111,
7,10,2,50,25,95,223,40,151,80,129,
7,11,3,37,13,135,150,68,169,86,154,
7,12,4,34,11,103,142,61,-6,121,130,
7,13,1,146,213,117,127,57,100,96,138,
7,14,2,70,49,115,113,49,77,133,41,
7,15,3,69,47,75,132,77,74,98,106,
7,16,4,40,16,110,68,86,-17,109,83,
7,17,1,71,50,125,79,129,10,106,74,
7,18,2,69,47,30,167,26,101,131,163,
7,19,3,47,22,117,111,176,139,139,143,
7,20,4,47,22,61,56,154,102,67,142,
7,21,1,68,46,145,116,96,247,55,128,
7,22,2,54,29,164,16,36,186,43,98,
7,23,3,33,10,126,181,140,80,63,71,
7,24,4,-16,0,49,151,79,68,190,66,
7,25,1,107,114,122,74,100,98,53,159,
7,26,2,99,98,70,142,157,181,151,44,
7,27,3,71,50,110,68,133,34,119,78,
7,28,4,53,28,64,119,39,137,72,106,
7,29,1,98,96,164,81,109,109,69,66,
7,30,2,81,65,136,86,110,117,116,95,
7,31,3,50,25,45,162,82,162,84,94,
7,32,4,38,14,123,122,18,193,143,70,
7,33,1,91,82,113,40,128,39,125,48,
7,34,2,47,22,64,93,161,116,180,60,
7,35,3,39,15,90,124,156,68,70,152,
7,36,4,17,2,156,74,123,51,96,-7,
7,37,1,80,64,64,77,55,107,70,124,
7,38,2,56,31,140,65,65,96,101,141,
7,39,3,47,22,15,115,88,117,96,139,
7,40,4,39,15,95,109,119,78,93,31,
8,1,1,83,68,56,190,103,87,83,99,
8,2,2,62,38,99,11,128,142,99,134,
8,3,3,59,34,56,11,85,58,93,236,
8,4,4,9,0,16,122,176,102,56,107,
8,5,1,61,37,113,102,57,64,18,78,
8,6,2,54,29,175,114,-13,1,139,135,
8,7,3,52,27,17,86,126,55,177,109,
8,8,4,29,8,65,49,217,43,130,155,
8,9,1,102,104,102,125,115,58,104,67,
8,10,2,101,102,125,99,66,90,105,136,
8,11,3,76,57,85,113,63,113,26,69,
8,12,4,51,26,23,103,0,75,21,82,
8,13,1,121,146,56,33,63,129,116,139,
8,14,2,52,27,143,138,160,127,135,42,
8,15,3,33,10,60,129,191,10,159,99,
8,16,4,-5,0,171,177,16,58,51,170,
8,17,1,60,36,133,38,89,116,91,97,
8,18,2,39,15,224,53,202,98,122,144,
8,19,3,4,0,104,109,39,207,5,92,
8,20,4,3,0,94,106,91,105,145,108,
8,21,1,57,32,28,164,46,137,66,92,
8,22,2,48,23,71,106,12,77,48,89,
8,23,3,34,11,58,121,139,92,120,113,
8,24,4,14,1,134,161,64,76,102,158,
8,25,1,89,79,33,28,86,-24,90,93,
8,26,2,73,53,30,31,124,66,119,123,
8,27,3,66,43,66,69,29,78,156,20,
8,28,4,22,4,113,198,100,145,61,101,
8,29,1,61,37,116,36,111,113,0,155,
8,30,2,52,27,67,89,95,96,55,98,
8,31,3,33,10,208,119,159,128,214,11,
8,32,4,20,4,43,100,118,122,73,91,
8,33,1,67,44,98,58,119,107,221,71,
8,34,2,34,11,123,83,136,121,153,58,
8,35,3,27,7,83,81,117,235,54,63,
8,36,4,20,4,9,94,44,144,23,88,
8,37,1,85,72,197,143,79,173,121,134,
8,38,2,57,32,142,52,153,78,74,72,
8,39,3,41,16,156,125,238,99,63,62,
8,40,4,32,10,55,53,136,103,129,175,
9,1,1,82,67,143,175,127,50,137,109,
9,2,2,59,34,78,154,7,119,93,125,
9,3,3,38,14,108,122,104,26,80,98,
9,4,4,35,12,89,142,104,70,88,33,
9,5,1,65,42,100,120,91,95,139,93,
9,6,2,39,15,82,184,105,71,108,68,
9,7,3,29,8,0,150,61,120,101,117,
9,8,4,27,7,90,-65,17,0,35,176,
9,9,1,3,0,80,144,86,188,94,92,
9,10,2,-9,0,147,138,141,114,110,75,
9,11,3,-52,0,63,116,103,143,41,29,
9,12,4,-81,0,111,20,56,114,145,50,
9,13,1,63,39,105,163,91,121,185,63,
9,14,2,62,38,147,166,142,80,8,122,
9,15,3,55,30,33,165,139,197,101,74,
9,16,4,41,16,40,122,59,173,102,96,
9,17,1,78,60,59,55,132,105,139,110,
9,18,2,74,54,145,33,118,100,71,89,
9,19,3,45,20,21,144,97,39,194,83,
9,20,4,29,8,-7,169,99,147,-31,130,
9,21,1,63,39,100,36,50,47,126,126,
9,22,2,32,10,140,225,99,174,120,73,
9,23,3,-5,0,124,51,56,19,127,94,
9,24,4,-18,0,93,37,127,184,96,86,
9,25,1,130,169,168,48,47,176,134,168,
9,26,2,102,104,74,37,116,163,2,50,
9,27,3,82,67,109,69,153,32,108,77,
9,28,4,42,17,47,144,184,138,54,82,
9,29,1,56,31,197,83,69,74,29,13,
9,30,2,53,28,79,53,163,149,85,126,
9,31,3,50,25,135,79,119,164,45,160,
9,32,4,-33,0,81,157,0,91,147,156,
9,33,1,81,65,195,96,148,96,114,87,
9,34,2,49,24,51,86,93,82,98,38,
9,35,3,24,5,161,137,155,140,158,36,
9,36,4,10,1,209,50,136,44,44,101,
9,37,1,111,123,165,184,45,74,76,62,
9,38,2,53,28,117,14,138,129,104,132,
9,39,3,0,0,54,207,168,67,93,65,
9,40,4,-24,0,159,42,71,97,131,89,
10,1,1,63,39,28,173,24,95,104,128,
10,2,2,52,27,142,96,-34,82,100,151,
10,3,3,34,11,93,217,-55,120,125,30,
10,4,4,18,3,51,99,82,141,84,71,
10,5,1,101,102,72,104,185,45,94,68,
10,6,2,84,70,173,146,151,69,135,176,
10,7,3,59,34,56,34,92,157,132,144,
10,8,4,46,21,126,135,194,129,62,23,
10,9,1,99,98,66,81,146,82,91,186,
10,10,2,99,98,107,81,99,82,72,37,
10,11,3,49,24,148,83,92,103,162,64,
10,12,4,44,19,172,67,148,179,102,67,
10,13,1,61,37,177,192,95,152,128,117,
