1,1,1,87,75,85,28,182,6,126,23,
1,2,2,81,65,182,50,73,131,129,76,
1,3,3,20,4,129,154,13,184,163,72,
1,4,4,11,1,29,135,41,184,10,19,
1,5,1,60,36,148,1,81,13,21,58,
1,6,2,-6,0,53,71,122,128,51,141,
1,7,3,-9,0,111,191,152,152,0,29,
1,8,4,-28,0,109,106,147,172,79,34,
1,9,1,107,114,111,111,26,174,7,87,
1,10,2,62,38,144,43,16,57,0,97,
1,11,3,45,20,114,23,144,18,150,29,
1,12,4,7,0,178,191,83,71,149,174,
1,13,1,112,125,116,81,102,43,69,51,
1,14,2,74,54,53,176,129,138,41,52,
1,15,3,59,34,93,160,154,43,133,83,
1,16,4,59,34,181,43,168,47,47,44,
1,17,1,67,44,180,101,163,59,19,141,
1,18,2,65,42,106,66,47,83,151,141,
1,19,3,56,31,162,20,16,27,177,151,
1,20,4,32,10,78,196,157,197,13,192,
1,21,1,116,134,135,141,88,163,75,115,
1,22,2,95,90,35,61,67,0,157,28,
1,23,3,57,32,180,73,178,144,199,157,
1,24,4,16,2,11,179,197,145,100,190,
1,25,1,67,44,158,17,81,108,114,10,
1,26,2,60,36,0,36,198,152,26,110,
1,27,3,38,14,121,10,36,91,131,168,
1,28,4,-7,0,80,86,20,188,199,34,
1,29,1,49,24,106,157,56,99,137,58,
1,30,2,49,24,59,5,145,53,9,190,
1,31,3,35,12,153,171,165,194,112,151,
1,32,4,34,11,59,15,112,164,147,100,
1,33,1,61,37,74,102,147,55,73,8,
1,34,2,53,28,168,41,44,95,102,152,
1,35,3,45,20,102,118,152,63,13,141,
1,36,4,1,0,163,105,197,2,182,163,
1,37,1,74,54,130,143,4,22,38,70,
1,38,2,27,7,84,71,145,62,51,95,
1,39,3,9,0,155,48,16,114,114,191,
1,40,4,-81,0,148,165,44,16,82,164,
2,1,1,125,156,116,143,102,43,69,70,
2,2,2,111,123,116,81,154,43,133,51,
2,3,3,105,110,53,66,129,138,122,52,
2,4,4,48,23,85,61,182,6,157,23,
2,5,1,107,114,144,10,36,91,0,97,
2,6,2,60,36,59,5,145,53,9,190,
2,7,3,46,21,135,43,88,163,75,97,
2,8,4,17,2,116,81,154,43,133,51,
2,9,1,79,62,106,157,88,163,137,115,
2,10,2,72,51,93,81,154,43,181,83,
2,11,3,49,24,116,81,154,43,133,51,
2,12,4,39,15,180,43,69,47,19,141,
2,13,1,78,60,182,141,88,163,75,76,
2,14,2,72,51,120,111,145,135,9,87,
2,15,3,65,42,0,36,198,131,26,110,
2,16,4,58,33,93,102,147,55,73,83,
2,17,1,74,54,162,20,16,27,177,151,
2,18,2,58,33,120,111,145,135,9,87,
2,19,3,11,1,0,36,198,131,26,110,
2,20,4,-19,0,144,43,58,63,0,85,
2,21,1,53,28,35,141,67,163,157,28,
2,22,2,44,19,120,111,145,135,9,87,
2,23,3,36,12,167,50,112,131,147,76,
2,24,4,20,4,85,61,182,6,157,23,
2,25,1,137,187,116,81,154,43,133,51,
2,26,2,64,40,144,143,16,22,38,97,
2,27,3,63,39,35,61,67,0,151,141,
2,28,4,53,28,180,43,69,47,19,141,
2,29,1,107,114,53,61,67,138,157,52,
2,30,2,98,96,180,101,163,59,114,10,
2,31,3,85,72,35,61,81,13,157,58,
2,32,4,56,31,93,102,147,55,73,83,
2,33,1,68,46,162,81,102,27,69,151,
2,34,2,49,24,116,81,154,43,133,51,
2,35,3,36,12,53,61,67,138,157,52,
2,36,4,10,1,162,81,102,27,69,151,
2,37,1,113,127,59,15,112,53,9,100,
2,38,2,100,100,144,10,36,91,0,97,
2,39,3,60,36,116,58,102,43,150,29,
2,40,4,11,1,85,61,182,6,157,23,
3,1,1,55,30,53,66,64,91,122,97,
3,2,2,51,26,116,143,145,43,9,70,
3,3,3,42,17,144,10,36,91,150,97,
3,4,4,-23,0,53,61,102,138,157,52,
3,5,1,92,84,144,10,36,91,150,97,
3,6,2,46,21,116,15,112,43,133,51,
3,7,3,43,18,120,81,154,43,9,87,
3,8,4,43,18,106,157,145,135,9,87,
3,9,1,75,56,106,157,145,135,9,87,
3,10,2,50,25,50,43,155,47,19,95,
3,11,3,45,20,50,43,155,47,19,95,
3,12,4,14,1,116,15,112,43,133,51,
3,13,1,110,121,53,66,64,91,122,97,
3,14,2,75,56,35,58,67,43,157,29,
3,15,3,66,43,59,15,102,164,69,82,
3,16,4,62,38,130,143,129,22,38,52,
3,17,1,77,59,59,143,16,22,38,97,
3,18,2,60,36,116,61,109,138,157,52,
3,19,3,37,13,59,58,112,43,150,57,
3,20,4,27,7,0,36,44,95,102,152,
3,21,1,79,62,53,61,129,138,157,58,
3,22,2,54,29,102,61,152,138,189,52,
3,23,3,51,26,162,61,16,138,177,151,
3,24,4,46,21,120,111,102,135,69,87,
3,25,1,90,81,106,157,145,135,9,87,
3,26,2,86,73,116,143,88,163,137,115,
3,27,3,62,38,116,141,102,43,75,255,
3,28,4,55,30,59,143,16,22,38,97,
3,29,1,65,42,59,58,112,43,150,57,
3,30,2,53,28,53,61,88,163,157,142,
3,31,3,38,14,116,58,102,43,157,29,
3,32,4,26,6,106,157,88,163,137,83,
3,33,1,89,79,53,61,129,138,157,58,
3,34,2,29,8,116,157,154,43,137,51,
3,35,3,20,4,162,61,16,138,177,151,
3,36,4,-4,0,93,81,67,43,181,83,
3,37,1,91,82,59,58,112,43,150,57,
3,38,2,58,33,116,157,154,43,137,51,
3,39,3,47,22,116,143,154,43,133,51,
3,40,4,-1,0,116,157,154,43,137,51,
4,1,1,96,92,59,143,112,22,9,100,
4,2,2,74,54,35,15,112,53,9,100,
4,3,3,57,32,53,58,67,43,157,58,
4,4,4,-16,0,180,101,163,59,114,10,
4,5,1,81,65,123,10,36,91,75,255,
4,6,2,50,25,74,101,16,22,114,97,
4,7,3,30,9,116,58,112,43,133,195,
4,8,4,-3,0,74,101,16,22,114,97,
4,9,1,100,100,59,61,88,53,9,142,
4,10,2,70,49,144,10,129,91,0,97,
4,11,3,52,27,59,15,112,59,114,100,
4,12,4,10,1,35,143,129,22,157,29,
4,13,1,54,29,59,61,88,53,9,142,
4,14,2,27,7,53,15,112,53,157,100,
4,15,3,-7,0,53,141,67,138,75,52,
4,16,4,-23,0,50,61,155,138,157,95,
4,17,1,78,60,74,101,16,22,114,97,
4,18,2,61,37,180,101,163,59,114,10,
4,19,3,58,33,116,58,16,43,150,97,
4,20,4,50,25,53,15,112,53,157,100,
4,21,1,90,81,59,61,88,53,9,142,
4,22,2,89,79,116,58,16,43,150,97,
4,23,3,71,50,59,15,112,53,9,100,
4,24,4,39,15,53,143,16,138,157,52,
4,25,1,95,90,144,143,83,22,38,146,
4,26,2,94,88,53,15,112,53,157,100,
4,27,3,41,16,116,116,154,43,38,97,
4,28,4,40,16,116,116,154,43,38,97,
4,29,1,77,59,144,10,129,91,0,97,
4,30,2,37,13,144,143,83,22,38,146,
4,31,3,32,10,53,61,36,138,0,97,
4,32,4,16,2,53,15,112,53,157,100,
4,33,1,73,53,53,61,64,91,122,97,
4,34,2,51,26,116,15,112,138,157,100,
4,35,3,47,22,59,15,112,138,9,100,
4,36,4,34,11,116,58,16,43,150,97,
4,37,1,56,31,116,58,112,43,133,195,
